일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2019/03/14","12050","450","3.88","11550","12050","11550","146610","1732438300","187487371900","15559118"
"2019/03/13","11600","350","3.11","11350","11650","11250","67904","777467450","180485768800","15559118"
"2019/03/12","11250","-100","-0.88","11300","11550","11200","76779","870073700","175040077500","15559118"
"2019/03/11","11350","-250","-2.16","11500","11700","11100","56787","641966600","176595989300","15559118"
"2019/03/08","11600","-100","-0.85","11650","11700","11500","48891","565489100","180485768800","15559118"
"2019/03/07","11700","50","0.43","11650","11900","11600","73726","865765350","182041680600","15559118"
"2019/03/06","11650","200","1.75","11400","11650","11400","75358","868904850","181263724700","15559118"
"2019/03/05","11450","-50","-0.43","11300","11600","11250","92637","1051848650","178151901100","15559118"
"2019/03/04","11500","250","2.22","11300","11550","11300","54851","626997750","178929857000","15559118"
"2019/02/28","11250","-350","-3.02","11700","11750","11150","93803","1072226450","175040077500","15559118"
"2019/02/27","11600","-50","-0.43","11650","11800","11450","93896","1086021700","180485768800","15559118"
"2019/02/26","11650","-350","-2.92","12100","12350","11600","156129","1869135050","181263724700","15559118"
"2019/02/25","12000","250","2.13","11750","12050","11700","95249","1138203800","186709416000","15559118"
"2019/02/22","11750","-300","-2.49","12150","12150","11600","74250","874394750","182819636500","15559118"
"2019/02/21","12050","100","0.84","12100","12350","11800","158684","1923217000","187487371900","15559118"
"2019/02/20","11950","-100","-0.83","12000","12150","11800","79440","948196900","185931460100","15559118"
"2019/02/19","12050","-200","-1.63","12150","12250","11900","98228","1178796900","187487371900","15559118"
"2019/02/18","12250","450","3.81","11950","12400","11750","257706","3125761000","190599195500","15559118"
"2019/02/15","11800","150","1.29","11300","11900","11300","113790","1329310400","183597592400","15559118"
"2019/02/14","11650","200","1.75","11700","12000","11500","341491","4020673750","181263724700","15559118"
"2019/02/13","11450","50","0.44","11400","11550","11200","104750","1194788150","178151901100","15559118"
"2019/02/12","11400","300","2.70","11000","11400","11000","102698","1153372800","177373945200","15559118"
"2019/02/11","11100","50","0.45","11050","11250","10850","112166","1240873150","172706209800","15559118"
"2019/02/08","11050","-300","-2.64","11350","11350","10900","216072","2386973600","171928253900","15559118"
"2019/02/07","11350","50","0.44","11350","11450","11200","114331","1294170350","176595989300","15559118"
"2019/02/01","11300","-650","-5.44","11950","12150","11300","291917","3360470850","175818033400","15559118"
"2019/01/31","11950","-600","-4.78","12500","12600","11800","375795","4516001850","185931460100","15559118"
"2019/01/30","12550","0","0.00","12500","12700","12250","264416","3302835550","195266930900","15559118"
"2019/01/29","12550","550","4.58","11900","12550","11850","194730","2380110200","195266930900","15559118"
"2019/01/28","12000","200","1.69","11800","12250","11550","153198","1834516400","186709416000","15559118"
"2019/01/25","11800","0","0.00","11800","11850","11500","103652","1206629850","183597592400","15559118"
"2019/01/24","11800","500","4.42","11300","11900","11100","175135","2040413550","183597592400","15559118"
"2019/01/23","11300","50","0.44","11250","11350","11100","38561","433674450","175818033400","15559118"
"2019/01/22","11250","-350","-3.02","11600","11700","11100","86178","974230700","175040077500","15559118"
"2019/01/21","11600","350","3.11","11300","11650","11200","94913","1085874050","180485768800","15559118"
"2019/01/18","11250","400","3.69","10900","11350","10850","84539","943964450","175040077500","15559118"
"2019/01/17","10850","-500","-4.41","11300","11400","10850","147762","1634508550","168816430300","15559118"
"2019/01/16","11350","-450","-3.81","11800","11850","11200","118077","1348770400","176595989300","15559118"
"2019/01/15","11800","300","2.61","11500","12000","11450","141899","1674497650","183597592400","15559118"
"2019/01/14","11500","-100","-0.86","11450","11650","11400","86644","996817400","178929857000","15559118"
"2019/01/11","11600","200","1.75","11450","11750","11450","130403","1516992400","180485768800","15559118"
"2019/01/10","11400","-100","-0.87","11450","11600","11350","122712","1407923650","177373945200","15559118"
"2019/01/09","11500","100","0.88","11500","11500","11250","72844","827805450","178929857000","15559118"
"2019/01/08","11400","-50","-0.44","11450","11700","11200","108982","1238023050","177373945200","15559118"
"2019/01/07","11450","450","4.09","11100","11650","10850","224323","2539330300","178151901100","15559118"
"2019/01/04","11000","150","1.38","10650","11050","10650","151553","1650145200","171150298000","15559118"
"2019/01/03","10850","200","1.88","10650","11250","10650","279873","3080078650","168816430300","15559118"
"2019/01/02","10650","200","1.91","10450","10750","10450","99483","1053628950","165704606700","15559118"
